year,make,model,price
2023,Volkswagen,ID. 2all,27610.0
2023,Volkswagen,ID.3 GTX,55050.0
2023,Volkswagen,ID.7 86kWh,43590.0
2023,Volkswagen,ID.7 77kWh,38000.0
2023,Volkswagen,Golf GTI 40th Anniversary Edition DSG,33050.0
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SE With Technology,40380.0
2023,Volkswagen,Atlas Cross Sport 2.0T SE with Technology,38630.0
2023,Volkswagen,ID.7 Pro,40000.0
2023,Volkswagen,ID.4 Pro S Plus,51440.0
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium R-Line,51620.0
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SEL R-Line Black,47930.0
2023,Volkswagen,Atlas Cross Sport 2.0T SEL R-Line Black,46180.0
2023,Volkswagen,Atlas Cross Sport 3.6L V6 SEL,45980.0
2023,Volkswagen,ID.7,38000.0
2023,Volkswagen,T-Roc Cabriolet Grey Edition,49000.0
2023,Volkswagen,Amarok,30000.0
2023,Volkswagen,Golf GTI 40th Anniversary Edition,33050.0
2023,Volkswagen,Atlas V6 SEL R-Line Black,48090.0
2023,Volkswagen,Atlas V6 SEL,46140.0
2023,Volkswagen,Multivan Edition,65000.0
2023,Volkswagen,ID.4 S,43990.0
2023,Volkswagen,Tiguan S,26590.0
2023,Volkswagen,Tiguan SE R-Line Black,33310.0
2023,Volkswagen,Tiguan SEL R-Line,37680.0
2023,Volkswagen,Tiguan,26590.0
2023,Volkswagen,Passat,27970.0
2023,Volkswagen,Jetta GLI,31340.0
2023,Volkswagen,Jetta,20410.0
2023,Maserati,GT2 Racecar,212000.0
2023,Maserati,Grecale Folgore,80000.0
2023,Maserati,GranTurismo Modena,130120.0
2023,Maserati,GranTurismo Folgore,215000.0
2023,Maserati,Quattroporte,104700.0
2023,Maserati,Levante,87600.0
2023,Maserati,Ghibli,82300.0
2023,Maserati,Ghibli F Tributo Q4,120390.0
2023,Maserati,Ghibli F Tributo,110890.0
2023,Maserati,Grecale Trofeo,102500.0
2023,Maserati,MC20 Cielo,240000.0
2023,Maserati,Grecale Trofeo Trofeo,102500.0
2023,Maserati,Ghibli S,80990.0
2023,Maserati,Levante Trofeo 3.8L,169100.0
2023,Maserati,Grecale Modena,72900.0
2023,Maserati,Grecale GT,63500.0
2023,Maserati,Quattroporte Modena Q4 3.0L,130300.0
2023,Maserati,Ghibli S Q4,84100.0
2023,Maserati,Ghibli GranSport,84690.0
2023,Maserati,Quattroporte GT 3.0L,98000.0
2023,Maserati,Quattroporte Trofeo 3.8L,151500.0
2023,Maserati,Ghibli GT 3.0L,78200.0
2023,Maserati,Grecale SUV,63500.0
2023,Maserati,MC20,220000.0
2023,Maserati,GranTurismo Sport,135000.0
2023,Maserati,Levante Modena S,123200.0
2023,Maserati,Levante GT,87600.0
2023,Maserati,Levante Trofeo,161400.0
2023,Maserati,Grecale,63500.0
2023,Maserati,Ghibli Trofeo,118500.0
2023,Maserati,Ghibli Modena Q4,91600.0
2023,Maserati,Ghibli Modena S,82900.0
2023,Maserati,Ghibli Modena,88900.0
2023,Maserati,Quattroporte GT,104700.0
2023,Maserati,Quattroporte Modena Q4,120200.0
2023,Subaru,WRX Premium,33100.0
2023,Subaru,Levorg STI Sport Performance Wagon,45000.0
2023,Subaru,Ascent Onyx Edition Limited,46290.0
2023,Subaru,Forester XT Edition,25400.0
2023,Subaru,Rex,13000.0
2023,Subaru,Forester 2.5X,24300.0
2023,Subaru,Legacy Sport,33890.0
2023,Subaru,BRZ Limited,31095.0
2023,Subaru,Outback Onyx Edition,33490.0
2023,Subaru,Legacy Premium,26695.0
2023,Subaru,Legacy Limited,31440.0
2023,Subaru,Legacy,24390.0
2023,Subaru,WRX Sedan,30600.0
2023,Subaru,BRZ,28590.0
2023,Subaru,WRX GT Sedan,43390.0
2023,Subaru,Ascent Onyx Edition,41290.0
2023,Subaru,Forester STI Sport,36490.0
2023,Subaru,WRX Limited CVT,39740.0
2023,Subaru,WRX Premium CVT,35150.0
2023,Subaru,Solterra Touring,51990.0
2023,Subaru,Solterra Limited,48490.0
2023,Subaru,WRX GT,43390.0
2023,Subaru,Crosstrek Limited,29495.0
2023,Dodge,Challenger Mopar Special Edition,55900.0
2023,Dodge,Durango SRT 392 Premium,72715.0
2023,Dodge,Durango SRT 392 Plus,72710.0
2023,Dodge,Durango SRT,70290.0
2023,Dodge,Challenger SRT Demon 170,96660.0
2023,Dodge,Hornet RT Plus PHEV,44990.0
2023,Dodge,Hornet R/T Plus PHEV,44990.0
2023,Dodge,Durango SXT Plus,38490.0
2023,Dodge,Charger Scat Pack Widebody,48740.0
2023,Dodge,Charger Pursuit Police,43080.0
2023,Dodge,Durango,51590.0
2023,Dodge,Hornet GT Plus,34990.0
2023,Dodge,Charger SRT Hellcat,77340.0
2023,Dodge,Challenger,30540.0
2023,Dodge,Charger Police AWD,42630.0
2023,Dodge,Charger Police,43085.0
2023,Dodge,Charger GT AWD,39270.0
2023,Dodge,Hornet R/T PHEV,39990.0
2023,Dodge,Hornet GT,29990.0
2023,Dodge,Durango SRT Hellcat,91180.0
2023,Dodge,Challenger SRT Hellcat Redeye,66040.0
2023,Dodge,Hornet,29990.0
2023,Dodge,Durango RT Plus,51790.0
2023,Dodge,Charger SRT Hellcat Redeye Widebody,77340.0
2023,Dodge,Durango R T Plus,50800.0
2023,Dodge,Charger SRT Hellcat Widebody,77340.0
2023,Dodge,Durango GT AWD,42590.0
2023,Dodge,Durango Citadel,52490.0
2023,Dodge,Charger RT,40740.0
2023,Dodge,Charger R/T,42380.0
2023,Dodge,Charger GT,35340.0
2023,Dodge,Charger Scat Pack,48740.0
2023,Mazda,BT 50 SP Pro,30000.0
2023,Mazda,MX-5 Kizuna,35000.0
2023,Mazda,CX-90 Hybrid Premium Plus,56950.0
2023,Mazda,CX-90 Hybrid Premium,52900.0
2023,Mazda,CX-90 Hybrid Preferred,47440.0
2023,Mazda,2,17750.0
2023,Mazda,CX-30 Turbo,31200.0
2023,Mazda,MX-5 Miata Sport,28050.0
2023,Mazda,3 Sedan 2.5 S Premium,29400.0
2023,Mazda,3 Sedan 2.5 S Carbon Edition,27200.0
2023,Mazda,3 Hatchback 2.5 S Premium,29150.0
2023,Mazda,3 Hatchback 2.5 S Carbon Edition,28200.0
2023,Mazda,CX-30 2.5 Turbo Premium Plus Package,35400.0
2023,Mazda,MX-30 e-Skyactiv R-EV,35470.0
2023,Mazda,MX-30,34470.0
2023,Mazda,MX-5 Miata RF,35750.0
2023,Mazda,6 20th Anniversary Edition,32450.0
2023,Mazda,CX-80,44000.0
2023,Mazda,3 Sedan 2.5 S Preferred,25550.0
2023,Mazda,MX-5 Miata,28000.0
2023,Mazda,3 Sedan,22550.0
2023,Mazda,3 Hatchback,23550.0
2023,Mazda,CX-5,26700.0
2023,Mazda,CX-9,38750.0
2023,Mazda,MX-5 Miata Club,31550.0
2023,Mazda,Cx 50 2.5 Turbo Meridian Edition,43000.0
2023,Mazda,CX-5 2.5 S Premium,33000.0
2023,Mazda,CX-5 2.5 S Preferred,30190.0
2023,Chrysler,Pacifica Pinnacle Plug-in Hybrid,59990.0
2023,Chrysler,300 S,50970.0
2023,Chrysler,300C,55000.0
2023,Chrysler,Voyager,33000.0
2023,Chrysler,Pacifica Hybrid,49990.0
2023,Chrysler,Pacifica,37020.0
2023,Chrysler,Pacifica Plug in Hybrid Touring L,52490.0
2023,Chrysler,Pacifica Pinnacle AWD,53980.0
2023,Chrysler,Pacifica Touring L AWD,43630.0
2023,Chrysler,300 Touring AWD,36290.0
2023,Chrysler,Pacifica Limited AWD,50650.0
2023,Chrysler,Pacifica Plug-in Hybrid Pinnacle,59990.0
2023,Chrysler,Pacifica Plug-in Hybrid Touring L,50490.0
2023,Chrysler,Pacifica Touring L,40630.0
2023,Chrysler,Pacifica Touring,37020.0
2023,Chrysler,300 Touring,33540.0
2023,Chrysler,300 Touring L AWD,38990.0
2023,Chrysler,300 Touring L,36740.0
2023,Chrysler,Pacifica Plug-in Hybrid Limited,54490.0
2023,Chrysler,300S,50970.0
2023,Chrysler,Pacifica Limited,47850.0
2023,Chrysler,Pacifica Pinnacle,53980.0
2023,Chrysler,Voyager LX,35490.0
2023,Chrysler,Voyager L,29930.0
2023,Chrysler,Voyager LXI,35240.0
2023,Chrysler,Pacifica Hybrid Limited,48370.0
2023,Chrysler,300,33540.0
2023,Aston Martin,Vantage Coupe,143900.0
2023,Aston Martin,V12 Vantage Convertible,348700.0
2023,Aston Martin,DBR22,2160000.0
2023,Aston Martin,DB11 Volante,233200.0
2023,Aston Martin,DBS 770 Ultimate,330600.0
2023,Aston Martin,Valkyrie Spider,3250000.0
2023,Aston Martin,Vanquish,336480.0
2023,Aston Martin,Vantage V12 Roadster,168180.0
2023,Aston Martin,V12 Vantage Coupe,298200.0
2023,Aston Martin,DBR22,2160000.0
2023,Aston Martin,DBS Volante RWD,354700.0
2023,Aston Martin,Vanquish Manual,460000.0
2023,Aston Martin,Valkyrie AMR PRO,3500000.0
2023,Aston Martin,V12 Vantage,298200.0
2023,Aston Martin,DBX 707,207680.0
2023,Aston Martin,R Pro,3500000.0
2023,Aston Martin,DBS,330600.0
2023,Aston Martin,Vantage Roadster F1 Edition,179800.0
2023,Aston Martin,Vantage Roadster F1 Edition Convertible,189800.0
2023,Aston Martin,Vantage F1 Edition,168500.0
2023,Aston Martin,DB11 V12,232500.0
2023,Aston Martin,DB11 V8,295600.0
2023,Aston Martin,DBX V8,185900.0
2023,Aston Martin,Vantage Coupe Manual,1280000.0
2023,Aston Martin,Valhalla Coupe,1280000.0
2023,Aston Martin,Dbx Coupe,188900.0
2023,Aston Martin,DB11 V8 Coupe,217000.0
2023,Aston Martin,DB11 V8 Volante,233200.0
2023,Aston Martin,Vantage Roadster,155100.0
2023,Aston Martin,DB11 AMR,265900.0
2023,Aston Martin,Vantage Coupe,143900.0
2023,Aston Martin,DBS Coupe,330600.0
2023,Aston Martin,Valkyrie,3600000.0
2023,Aston Martin,DBS Superleggera,366300.0
2023,Aston Martin,DBS Volante,349800.0
2023,Aston Martin,DBX SUV,185900.0
2023,Ferrari,KC23,510000.0
2023,Ferrari,SF90 Spider Mansory Edition,700000.0
2023,Ferrari,SF90 Spider Limited Edition,700000.0
2023,Ferrari,812 Competizione,603000.0
2023,Ferrari,Roma,222620.0
2023,Ferrari,812 Competizione A,672000.0
2023,Ferrari,296 GTB Assetto Fiorano,380900.0
2023,Ferrari,Monza SP2,1800000.0
2023,Ferrari,812 GTS,431500.0
2023,Ferrari,F8 Tributo,300000.0
2023,Ferrari,296 GTB Coupe,361400.0
2023,Ferrari,F8 Spider,322500.0
2023,Ferrari,296 GTS,400000.0
2023,Ferrari,812 Superfast,630000.0
2023,Ferrari,Daytona SP3,2350000.0
2023,Ferrari,296 GTB Assetto Fiorano Coupe,380900.0
2023,Ferrari,296 GTB,351400.0
2023,Ferrari,Purosangue SUV,326800.0
2023,Ferrari,SF90 Stradale,557000.0
2023,Ferrari,Purosangue,400000.0
2023,Lamborghini,Huracan Sterrato Opera Unica,267000.0
2023,Lamborghini,Urus Mansory Edition,230000.0
2023,Lamborghini,Urus Performante,260670.0
2023,Lamborghini,Aventador LP780-4 Ultimae Roadster,546840.0
2023,Lamborghini,Aventador LP780-4 Ultimae,498250.0
2023,Lamborghini,Huracan Evo RWD,230000.0
2023,Lamborghini,Huracan Tecnica,239000.0
2023,Lamborghini,Aventador,584000.0
2023,Lamborghini,Huracan Sterrato,270000.0
2023,Lamborghini,Huracan STO,387830.0
2023,Lamborghini,Aventador LP 780-4 Ultimae Roadster,606840.0
2023,Lamborghini,Countach,2800000.0
2023,Lamborghini,Aventador LP 780 4 Ultimae Roadster,546840.0
2023,Lamborghini,Huracan Tecnica RWD,239000.0
2023,Lamborghini,Aventador LP740-4 S,417820.0
2023,Lamborghini,Aventador SVJ Roadster,573960.0
2023,Lamborghini,Urus Performance,270000.0
2023,Lamborghini,Urus Pearl Capsule,246700.0
2023,Lamborghini,Urus S,230000.0
2023,Lamborghini,Urus Evo,269490.0
2023,Lamborghini,Aventador Ultimae LP 780-4,518250.0
2023,Lamborghini,Huracan Tecnica Coupe,239000.0
2023,Lamborghini,Aventador Ultimate LP 780-4,538250.0
2023,Lamborghini,Countach LPI 800-4,2640000.0
2023,Lamborghini,Sian Roadster,3900000.0
2023,Lamborghini,Countach LPI 800 4,2640000.0
2023,Lamborghini,Huracan STO RWD,377838.0
2023,Lamborghini,Aventador SVR Track-Only Edition,480000.0
2023,Lamborghini,Huracan Evo,291200.0
2023,Lamborghini,Urus,258000.0
2023,GMC,Aion Hyper SSR,186000.0
2023,GMC,Hummer EV SUV EV2x,94650.0
2023,GMC,Sierra 3500HD,43400.0
2023,GMC,Canyon Elevation 4WD,40200.0
2023,GMC,Yukon XL Denali Ultimate,97250.0
2023,GMC,Yukon Denali Ultimate,94550.0
2023,GMC,Savana Passenger Van 3500 LT,43500.0
2023,GMC,Savana Passenger Van 3500 LS,43500.0
2023,GMC,Savana Passenger Van 2500 LT,42300.0
2023,GMC,Savana Passenger Van 2500 LS,42300.0
2023,GMC,Canyon Denali,51000.0
2023,GMC,Yukon,57400.0
2023,GMC,Sierra EV Denali,55600.0
2023,GMC,Sierra 2500HD,42200.0
2023,GMC,Hummer EV,108700.0
2023,GMC,Yukon Denali,92350.0
2023,GMC,Yukon XL,60100.0
2023,GMC,Terrain,28400.0
2023,GMC,Acadia,35300.0
2023,GMC,Canyon AT4,43900.0
2023,GMC,Canyon Elevation Standard,28800.0
2023,GMC,Canyon AT4X,55500.0
2023,GMC,Sierra 1500 AT4X,81700.0
2023,Bentley,Continental GT Le Mans Collection,273300.0
2023,Bentley,Bentayga EWB Azure,843190.0
2023,Bentley,Flying Spur Mulliner W12,315200.0
2023,Bentley,Flying Spur Mulliner V8,299200.0
2023,Bentley,Flying Spur Azure,250300.0
2023,Bentley,Flying Spur Hybrid Mulliner,297400.0
2023,Bentley,Flying Spur Hybrid Azure,249100.0
2023,Bentley,Flying Spur Hybrid S,240500.0
2023,Bentley,Continental GT Mulliner Convertible,326200.0
2023,Bentley,Continental GT Azure,311000.0
2023,Bentley,Continental GT S Convertible,292500.0
2023,Bentley,Continental GT V8,235600.0
2023,Bentley,Bentayga Azure Extended Wheelbase,35750.0
2023,Bentley,Bentayga V8 Extended Wheelbase,226900.0
2023,Bentley,Bentayga Odyssean Edition,334000.0
2023,Bentley,Continental GT Speed,288500.0
2023,Bentley,Continental GT V8 Convertible,259200.0
2023,Bentley,Bentayga Speed,264600.0
2023,Bentley,Batur,1950000.0
2023,Bentley,Flying Spur,241200.0
2023,Bentley,Mulliner Batur,1950000.0
2023,Bentley,Continental GT S,225000.0
2023,Bentley,Bentayga Extended Wheelbase Range,160000.0
2023,Bentley,Bentayga EWB,160000.0
2023,Bentley,Bentayga Extended Wheelbase,263500.0
2023,Bentley,Bentayga,236900.0
2023,Bentley,Flying Spur Hybrid Odyssean Edition,408940.0
2023,Bentley,Bentayga W12 Speed,280000.0
2023,Bentley,Flying Spur Sedan,248900.0
2023,Bentley,Bentayga V8,197300.0
2023,Bentley,Flying Spur Mulliner,226000.0
2023,Bentley,Bacalar Mulliner,2155280.0
2023,Bentley,Flying Spur Speed,258700.0
2023,Bentley,Continental Mulliner Convertible,252080.0
2023,Bentley,Continental V8 Convertible,249600.0
2023,Bentley,Continental V8 Coupe,212500.0
2023,Bentley,Continental Mulliner,212500.0
2023,Bentley,Bentayga Hybrid,197300.0
2023,Bentley,Continental GT Speed Coupe,294900.0
2023,Bentley,Bentayga S,231100.0
2023,Bentley,Flying Spur V8,208600.0
2023,Bentley,Flying Spur Hybrid,214800.0
2023,Bentley,Continental GT Speed Convertible,317300.0
2023,Bentley,Flying Spur W12,315200.0
2023,Bugatti,W16 Mistral,5000000.0
2023,Bugatti,W16,5000000.0
2023,Bugatti,Chiron Super Sport 300 Plus,3900000.0
2023,Bugatti,Chiron Edition Noire,2990000.0
2023,Bugatti,Chiron,3400000.0
2023,Bugatti,Chiron Super Sport,3850000.0
2023,Rolls Royce,Spectre,400000.0
2023,Rolls Royce,Cullinan Black Badge,382000.0
2023,Rolls Royce,Ghost Black Badge,380500.0
2023,Rolls Royce,Wraith Coupe,655000.0
2023,Rolls Royce,Phantom Extended,605000.0
2023,Rolls Royce,Ghost Extended,408000.0
2023,Rolls Royce,Phantom,465000.0
2023,Rolls Royce,Wraith,469700.0
2023,Rolls Royce,Cullinan,348500.0
2023,Rolls Royce,Ghost V12,345000.0
2023,Rolls Royce,Dawn,438050.0
2023,Rolls Royce,Ghost,341500.0
2023,Mclaren,720S,528990.0
2023,Mclaren,P1 3.8L V8,1525100.0
2023,Mclaren,720S Performance Spider,428960.0
2023,Mclaren,720S Spider,408800.0
2023,Mclaren,P1 Spider,1200000.0
2023,Mclaren,Formula F1,410000.0
2023,Mclaren,720S Luxury,545700.0
2023,Mclaren,600LT Spider,256500.0
2023,Mclaren,570S Coupe,455700.0
2023,Mclaren,720S Luxury Spider,329000.0
2023,Mclaren,620R,319000.0
2023,Mclaren,765LT Spider,398000.0
2023,Mclaren,720S Coupe,399000.0
2023,Mclaren,570GT,223950.0
2023,Mclaren,720S Performance,582580.0
2023,Mclaren,Artura,237500.0
2023,Alfa Romeo,Stelvio Veloce,51520.0
2023,Alfa Romeo,Stelvio Quadrifoglio 100th Anniversary,85670.0
2023,Alfa Romeo,Giulia Quadrifoglio 100th Anniversary,81850.0
2023,Alfa Romeo,Giulia Lusso AWD,48320.0
2023,Alfa Romeo,Giulia Lusso,46320.0
2023,Alfa Romeo,Sprint Q4 AWD,38000.0
2023,Alfa Romeo,Tonale Ti PHEV Q4,44990.0
2023,Alfa Romeo,Giulia Sprint AWD,45950.0
2023,Alfa Romeo,Stelvio Ti AWD,87850.0
2023,Alfa Romeo,Stelvio Estrema,51150.0
2023,Alfa Romeo,Stelvio Sprint AWD,46200.0
2023,Alfa Romeo,Giulia AWD,45950.0
2023,Alfa Romeo,Giulia,46320.0
2023,Alfa Romeo,Giulia Veloce AWD,47990.0
2023,Alfa Romeo,Giulia Estrema AWD,47990.0
2023,Alfa Romeo,Giulia Estrema,46320.0
2023,Alfa Romeo,Giulia Ti AWD,47990.0
2023,Alfa Romeo,Giulia Veloce,46320.0
2023,Alfa Romeo,Giulia Sprint,44350.0
2023,Alfa Romeo,Giulia Veloce Ti AWD,46090.0
2023,Alfa Romeo,Stelvio AWD,48200.0
2023,Alfa Romeo,Giulia Ti Sport AWD,45700.0
2023,Alfa Romeo,Stelvio,51525.0
2023,Alfa Romeo,Stelvio Quadrifoglio,85670.0
2023,Alfa Romeo,Stelvio Ti,51150.0
2023,Alfa Romeo,Stelvio Veloce Ti,51150.0
2023,Alfa Romeo,Giulia Ti,46320.0
2023,Lincoln,Corsair,38690.0
2023,Lincoln,Navigator L Black Label,112300.0
2023,Lincoln,Navigator L,83380.0
2023,Lincoln,Navigator 4x2,79720.0
2023,Lincoln,Nautilus,44820.0
2023,Lincoln,Navigator L Standard 4x2,81380.0
2023,Lincoln,Aviator Livery RWD,51080.0
2023,Lincoln,Aviator Grand Touring,69360.0
2023,Lincoln,Navigator Reserve 4WD,91740.0
2023,Lincoln,SUV EV,72000.0
2023,Lincoln,Nautilus Reserve AWD,52930.0
2023,Lincoln,Navigator Standard 4x2,77710.0
2023,Lincoln,Navigator L Standard,82720.0
2023,Lincoln,Aviator Black Label Grand Touring,88900.0
2023,Lincoln,Aviator Grand Touring Plug In Hybrid,70190.0
2023,Lincoln,Navigator Standard AWD,80710.0
2023,Lincoln,Aviator Grand Touring Plug-In Hybrid,69190.0
2023,Lincoln,Corsair Standard AWD,39400.0
2023,Lincoln,Aviator Black Label Grand Touring Plug-In Hybrid,89280.0
2023,Lincoln,Navigator Reserve 4x4,94630.0
2023,Lincoln,Nautilus Reserve,51040.0
2023,Lincoln,Aviator Black Label,80725.0
2023,Lincoln,Aviator Reserve,58670.0
2023,Lincoln,Aviator Standard,53340.0
2023,Lincoln,Navigator Reserve,91935.0
2023,Lincoln,Navigator Black Label,109250.0
2023,Lincoln,Corsair Grand Touring Plug In Hybrid,52420.0
2023,Lincoln,Navigator Standard,79720.0
2023,Lincoln,Nautilus Standard AWD,46000.0
2023,Lincoln,Nautilus Standard,44825.0
2023,Lincoln,Corsair Grand Touring Plug-In Hybrid,53380.0
2023,Lincoln,Corsair Reserve AWD,45120.0
2023,Lincoln,Corsair Reserve,43070.0
2023,Lincoln,Corsair Standard,38690.0
2023,Lincoln,Aviator Livery,51370.0
2023,Volvo,EX30 Performance,47300.0
2023,Volvo,C40 Recharge Performance 82 kWh,55330.0
2023,Volvo,C40 Recharge Performance 78 kWh,59450.0
2023,Volvo,XC40 Recharge SR FWD,53670.0
2023,Volvo,EX90 Performance,80000.0
2023,Volvo,XC40 Recharge SR RWD,49780.0
2023,Volvo,XC90 Recharge,71900.0
2023,Volvo,S60 B5 AWD Core Dark Theme,43600.0
2023,Volvo,S60 B5 AWD Core Black Edition,45250.0
2023,Volvo,S60 B5 AWD Plus Dark Theme,46300.0
2023,Volvo,S60 B5 AWD Plus Black Edition,47950.0
2023,Volvo,S60 B5 AWD Ultimate Dark Theme,49050.0
2023,Volvo,S60 B5 AWD Ultimate Bright Theme,49050.0
2023,Volvo,S60 B5 AWD Ultimate Black Edition,50300.0
2023,Volvo,S60 Recharge T8 Core Plug-In Hybrid,51250.0
2023,Volvo,XC60 Recharge,57200.0
2023,Volvo,V90 Cross Country,58450.0
2023,Volvo,V60 Cross Country,48800.0
2023,Volvo,S60,41300.0
2023,Volvo,XC90 B5 Core,56000.0
2023,Volvo,EX90 Pure Electric,80000.0
2023,Volvo,C40 Recharge Pure Electric Twin Plus P8 eAWD,56850.0
2023,Volvo,XC40 Recharge LR,55330.0
2023,Volvo,XC40,46500.0
2023,Volvo,EX90 LR,113940.0
2023,MINI,Cooper S Countryman,31900.0
2023,MINI,Cooper Hardtop,23400.0
2023,MINI,John Cooper Works Countryman,41500.0
2023,MINI,Cooper Countryman Plug-in Hybrid,41500.0
2023,MINI,John Cooper Works Clubman,39500.0
2023,MINI,Cooper Clubman,29900.0
2023,MINI,Countryman,30000.0
2023,MINI,Countryman Cooper SE ALL4 Untamed Edition,42500.0
2023,MINI,Cooper Convertible,28400.0
2023,MINI,Hardtop John Cooper Works,35900.0
2023,MINI,Cooper Countryman ALL4,31600.0
2023,MINI,John Cooper Works Classic Convertible,38900.0
2023,MINI,Cooper S Countryman ALL4,37500.0
2023,MINI,Cooper S Hardtop 2-Door,26900.0
2023,MINI,Cooper Hardtop 4-Door,24400.0
2023,MINI,Cooper S Classic Hardtop 4-Door,27900.0
2023,MINI,Cooper S Hardtop 4-Door,27900.0
2023,MINI,Cooper Hardtop 2-Door,23400.0
2023,MINI,Cooper S Classic Hardtop 2-Door,26900.0
2023,MINI,Cooper Classic Hardtop 4-Door,24400.0
2023,MINI,Cooper Electric Hardtop,29900.0
2023,MINI,Cooper Hardtop Cooper Classic 2 Door,23400.0
2023,MINI,Cooper S Classic Countryman ALL4,33900.0
2023,MINI,Clubman Cooper S Classic ALL4 Clubman,32900.0
2023,MINI,Cooper SE Hardtop,33900.0
2023,MINI,Cooper SE Signature Hardtop,29900.0
2023,Acura,MDX 3.5L with Technology Package SH-AWD,56450.0
2023,Acura,RDX A-Spec Package SH-AWD,49400.0
2023,Acura,TLX Type S Performance Tire,56350.0
2023,Acura,ZDX Type S,64500.0
2023,Acura,ILX Premium & A-Spec Package,31300.0
2023,Acura,MDX 3.5L Technology,53750.0
2023,Acura,TLX Advance Package,51050.0
2023,Acura,MDX,49050.0
2023,Acura,TLX Type S PMC Edition,66990.0
2023,Acura,MDX SH-AWD With Technology Package,55950.0
2023,Acura,RDX PMC Edition,54300.0
2023,Acura,Integra Manual,35800.0
2023,Acura,Integra A-Spec Tech Package,36300.0
2023,Acura,Integra A-Spec Package,33300.0
2023,Acura,TLX 2.0T,39850.0
2023,Acura,TLX Technology Package,43850.0
2023,Acura,TLX A-Spec Package,46600.0
2023,Acura,Integra Base,31300.0
2023,Acura,MDX 3.5L SH-AWD,51250.0
2023,Acura,RDX Technology Package AWD,45150.0
2023,Acura,RDX SH-AWD,42500.0
2023,Acura,MDX Type S with Advance Package,73200.0
2023,Acura,MDX ILX,33200.0
2023,Acura,Nsx Sh-Awd,170500.0
2023,Acura,MDX 3.5L with Technology Package,54250.0
2023,Acura,MDX 3.5L with A-Spec Package,59950.0
2023,Acura,MDX Type S,67850.0
2023,Acura,RDX A-Spec Package,47200.0
2023,Acura,MDX 3.5L,49050.0
2023,Acura,RDX A-Spec Advance Package,53550.0
2023,Fiat,500e,52500.0
2023,Fiat,E-Scudo,37990.0
2023,Fiat,600e,39000.0
2023,Fiat,Topolino,17500.0
2023,Fiat,Abarth 500e,36000.0
2023,Fiat,500 Icon,22440.0
2023,Fiat,500X,28300.0
2023,Fiat,500X Yacht Club Capri,29610.0
2023,Fiat,500X Pop,28900.0
2023,Fiat,500X Trekking,29400.0
2023,Fiat,500X Sport,31950.0
2023,Fiat,500x Trekking Plus,32860.0
2023,Fiat,Trekking Plus,32860.0
2023,Genesis,GV60 Performance AWD,67900.0
2023,Genesis,GV60 AWD,58900.0
2023,Genesis,GV60 RWD,59400.0
2023,Genesis,G90 3.5T,88400.0
2023,Genesis,G70,39400.0
2023,Genesis,GV80 3.5T Advanced Plus,70850.0
2023,Genesis,GV80 3.5T Advanced Plus AWD,70850.0
2023,Genesis,G90 3.5T e-SC,98700.0
2023,Genesis,G80,50000.0
2023,Genesis,GV80,55800.0
2023,Genesis,GV70,43150.0
2023,Genesis,GV60 Performance,68290.0
2023,Genesis,GV60 Advanced,59290.0
2023,Genesis,G80 2.5T AWD,51400.0
2023,Genesis,G70 3.3T AWD,46750.0
2023,Genesis,G70 2.0T AWD,41250.0
2023,Genesis,GV80 Prestige Signature,78200.0
2023,Genesis,GV60 Sport,63390.0
2023,Genesis,GV60 Sports Plus,80650.0
2023,Genesis,GV60 Premium,60680.0
2023,Genesis,G90 5.0L Ultimate AWD,83200.0
2023,Genesis,GV70 2.5T AWD,41500.0
2023,Genesis,GV80 2.5T AWD,55550.0
2023,Genesis,G90 3.3T Premium,75950.0
2023,Genesis,GV70 2.5T,43150.0
2023,Genesis,Electrified G80,79820.0
2023,Genesis,GV70 Sport,43990.0
2023,Genesis,GV80 2.5T,55800.0
2023,Genesis,GV80 3.5T,62950.0
2023,Genesis,GV80 3.5T Prestige Signature,77700.0
2023,Genesis,G90 5.0L Ultimate,79700.0
2023,Genesis,G80 2.5T,50000.0
2023,Genesis,G90,88400.0
2023,Genesis,Electrified GV70,65000.0
2023,Genesis,G70 3.3T,44900.0
2023,Buick,Electra E4 GS Crossover,36200.0
2023,Buick,Electra E4,26490.0
2023,Buick,Electra E5 Avenir,40700.0
2023,Buick,Encore Preferred,26100.0
2023,Buick,Envista Avenir,25000.0
2023,Buick,Electra E5,30500.0
2023,Buick,LaCrosse,23490.0
2023,Buick,Envista,21850.0
2023,Buick,Encore GX Preferred,25900.0
2023,Buick,Envision,31700.0
2023,Buick,Enclave,44800.0
2023,Buick,Encore GX,25900.0
2023,Buick,Envision Preferred AWD,35350.0
2023,Buick,Encore GX Essence AWD,30600.0
2023,Buick,Encore GX Select AWD,27800.0
2023,Buick,Enclave Avenir,57470.0
2023,Buick,Encore GX Select,27300.0
2023,Buick,Encore GX Essence,30500.0
2023,Buick,Enclave Premium AWD,52000.0
2023,Buick,Envision Essence,37500.0
2023,Buick,Enclave Essence AWD,45000.0
2023,Buick,Envision Preferred,33400.0
2023,Buick,Enclave Avenir AWD,57300.0
2023,Buick,Encore GX Preferred AWD,26400.0
